Date,Technology,Search_Interest,Job_Postings,GitHub_Repos,Research_Papers,Funding_Received
2022-12-24,Blockchain,78,3282,956,198,285000000
2022-12-24,5G Networks,94,3229,567,312,413000000
2022-12-24,Edge Computing,85,1843,1288,85,269000000
2022-12-24,Cybersecurity,30,1864,530,209,424000000
2022-12-24,AR/VR,57,3543,577,325,119000000
2022-12-24,IoT,83,4110,500,153,267000000
2022-12-24,Biotech,36,1455,280,229,129000000
2022-12-24,Renewable Energy,88,1732,779,482,89000000
2022-12-31,AI & Machine Learning,52,934,1494,323,375000000
2022-12-31,Quantum Computing,96,1165,1459,174,43000000
2022-12-31,Blockchain,97,1487,288,320,137000000
2022-12-31,5G Networks,99,2448,1238,11,234000000
2022-12-31,Edge Computing,53,4621,233,103,78000000
2022-12-31,Cybersecurity,54,3466,1650,493,384000000
2022-12-31,AR/VR,86,4832,909,224,454000000
2022-12-31,IoT,42,4624,392,99,198000000
2022-12-31,Biotech,67,758,806,476,448000000
2022-12-31,Renewable Energy,90,2221,224,127,203000000
2023-01-07,AI & Machine Learning,55,1198,604,118,290000000
2023-01-07,Quantum Computing,43,1853,1125,34,432000000
2023-01-07,Blockchain,57,4034,636,72,391000000
2023-01-07,5G Networks,76,4910,1144,236,364000000
2023-01-07,Edge Computing,74,1067,1987,161,38000000
2023-01-07,Cybersecurity,60,2585,1134,283,74000000
2023-01-07,AR/VR,80,2496,450,167,58000000
2023-01-07,IoT,77,1581,1658,152,477000000
2023-01-07,Biotech,45,3520,375,309,251000000
2023-01-07,Renewable Energy,26,3928,885,198,15000000
2023-01-14,AI & Machine Learning,27,3085,1324,104,336000000
2023-01-14,Quantum Computing,61,3694,467,317,185000000
2023-01-14,Blockchain,54,706,1852,149,398000000
2023-01-14,5G Networks,27,703,539,66,249000000
2023-01-14,Edge Computing,63,3084,1753,51,426000000
2023-01-14,Cybersecurity,20,522,1315,104,92000000
2023-01-14,AR/VR,30,1074,61,475,424000000
2023-01-14,IoT,81,3929,595,178,467000000
2023-01-14,Biotech,85,1966,218,198,288000000
2023-01-14,Renewable Energy,89,1009,1260,182,16000000
2023-01-21,AI & Machine Learning,83,1534,1469,429,365000000
2023-01-21,Quantum Computing,78,4714,1128,300,413000000
2023-01-21,Blockchain,45,1098,1425,431,134000000
2023-01-21,5G Networks,68,4936,1727,244,57000000
2023-01-21,Edge Computing,40,3704,778,154,71000000
2023-01-21,Cybersecurity,80,2896,1267,196,388000000
2023-01-21,AR/VR,39,901,1682,390,211000000
2023-01-21,IoT,63,1422,778,464,391000000
2023-01-21,Biotech,76,3276,1309,315,129000000
2023-01-21,Renewable Energy,94,4402,688,336,19000000
2023-01-28,AI & Machine Learning,81,4829,1356,355,126000000
2023-01-28,Quantum Computing,22,1422,1360,121,63000000
2023-01-28,Blockchain,83,544,1182,349,390000000
2023-01-28,5G Networks,21,3837,1027,305,1000000
2023-01-28,Edge Computing,58,3080,680,441,301000000
2023-01-28,Cybersecurity,99,3027,306,407,154000000
2023-01-28,AR/VR,86,696,1790,315,25000000
2023-01-28,IoT,71,3050,1041,179,223000000
2023-01-28,Biotech,21,4921,669,168,469000000
2023-01-28,Renewable Energy,97,2240,435,161,448000000
2023-02-04,AI & Machine Learning,33,761,1317,238,6000000
2023-02-04,Quantum Computing,50,3497,1261,171,384000000
2023-02-04,Blockchain,55,4536,510,245,131000000
2023-02-04,5G Networks,39,1629,112,435,384000000
2023-02-04,Edge Computing,33,4683,1819,50,158000000
2023-02-04,Cybersecurity,81,3386,1706,410,440000000
2023-02-04,AR/VR,56,368,1800,168,489000000
2023-02-04,IoT,99,2309,1708,287,346000000
2023-02-04,Biotech,59,3189,1973,457,128000000
2023-02-04,Renewable Energy,91,4177,1256,74,232000000
2023-02-11,AI & Machine Learning,60,1194,1536,75,336000000
2023-02-11,Quantum Computing,70,826,1805,297,195000000
2023-02-11,Blockchain,46,4583,303,158,65000000
2023-02-11,5G Networks,87,2379,1359,377,110000000
2023-02-11,Edge Computing,72,2675,1730,123,40000000
2023-02-11,Cybersecurity,53,1391,124,47,437000000
2023-02-11,AR/VR,78,2658,724,376,416000000
2023-02-11,IoT,75,3208,1141,414,313000000
2023-02-11,Biotech,69,4775,728,250,221000000
2023-02-11,Renewable Energy,53,2750,274,50,94000000
2023-02-18,AI & Machine Learning,33,2379,189,361,329000000
2023-02-18,Quantum Computing,77,4658,416,198,79000000
2023-02-18,Blockchain,73,3530,325,461,423000000
2023-02-18,5G Networks,85,2168,498,131,462000000
2023-02-18,Edge Computing,27,1669,1467,124,131000000
2023-02-18,Cybersecurity,39,2969,1351,313,137000000
2023-02-18,AR/VR,23,3480,1977,358,86000000
2023-02-18,IoT,85,3141,449,50,119000000
2023-02-18,Biotech,83,2600,586,103,304000000
2023-02-18,Renewable Energy,34,1384,1164,109,382000000
2023-02-25,AI & Machine Learning,65,325,1002,228,247000000
2023-02-25,Quantum Computing,21,2057,1560,250,137000000
2023-02-25,Blockchain,67,1038,628,204,78000000
2023-02-25,5G Networks,57,3265,1260,446,242000000
2023-02-25,Edge Computing,85,2272,1451,235,61000000
2023-02-25,Cybersecurity,86,289,1969,376,35000000
2023-02-25,AR/VR,41,1518,1919,66,114000000
2023-02-25,IoT,94,1964,1881,230,232000000
2023-02-25,Biotech,33,4272,830,192,499000000
2023-02-25,Renewable Energy,71,2454,1333,481,372000000
2023-03-04,AI & Machine Learning,31,3418,92,336,250000000
2023-03-04,Quantum Computing,80,3693,870,395,325000000
2023-03-04,Blockchain,35,2539,284,137,437000000
2023-03-04,5G Networks,45,206,318,101,473000000
2023-03-04,Edge Computing,80,2661,738,350,452000000
2023-03-04,Cybersecurity,28,3197,1109,432,241000000
2023-03-04,AR/VR,29,928,504,454,433000000
2023-03-04,IoT,22,3862,1403,12,40000000
2023-03-04,Biotech,59,4007,304,48,479000000
2023-03-04,Renewable Energy,59,3483,983,367,171000000
2023-03-11,AI & Machine Learning,80,4499,297,435,46000000
2023-03-11,Quantum Computing,62,1388,917,247,38000000
2023-03-11,Blockchain,63,1612,1809,474,293000000
2023-03-11,5G Networks,28,2412,691,99,233000000
2023-03-11,Edge Computing,77,334,1632,106,381000000
2023-03-11,Cybersecurity,42,4877,960,181,375000000
2023-03-11,AR/VR,81,3876,1423,400,56000000
2023-03-11,IoT,40,116,679,197,344000000
2023-03-11,Biotech,86,809,1835,19,186000000
2023-03-11,Renewable Energy,44,1739,1608,366,33000000
2023-03-18,AI & Machine Learning,36,3214,1544,108,338000000
2023-03-18,Quantum Computing,97,3052,1824,82,171000000
2023-03-18,Blockchain,72,3923,1421,357,224000000
2023-03-18,5G Networks,74,2367,1399,289,223000000
2023-03-18,Edge Computing,89,4033,896,205,315000000
2023-03-18,Cybersecurity,27,2346,1267,180,55000000
2023-03-18,AR/VR,27,1158,1278,184,494000000
2023-03-18,IoT,48,2773,1668,466,332000000
2023-03-18,Biotech,50,4218,1281,89,122000000
2023-03-18,Renewable Energy,58,803,1290,60,298000000
2023-03-25,AI & Machine Learning,64,2692,1273,427,398000000
2023-03-25,Quantum Computing,83,2936,476,380,363000000
2023-03-25,Blockchain,51,1768,682,266,410000000
2023-03-25,5G Networks,50,1781,1656,247,362000000
2023-03-25,Edge Computing,27,642,172,110,235000000
2023-03-25,Cybersecurity,50,176,1442,426,316000000
2023-03-25,AR/VR,60,282,493,292,236000000
2023-03-25,IoT,43,688,1189,146,311000000
2023-03-25,Biotech,20,3486,1891,163,355000000
2023-03-25,Renewable Energy,71,1331,1549,412,386000000
2023-04-01,AI & Machine Learning,97,3130,1313,36,370000000
2023-04-01,Quantum Computing,90,1835,1039,135,342000000
2023-04-01,Blockchain,87,3840,1935,248,103000000
2023-04-01,5G Networks,86,2193,611,497,303000000
2023-04-01,Edge Computing,38,239,1319,243,372000000
2023-04-01,Cybersecurity,65,824,1644,260,361000000
2023-04-01,AR/VR,92,3754,1126,118,117000000
2023-04-01,IoT,80,1438,1501,233,346000000
2023-04-01,Biotech,98,2932,784,199,233000000
2023-04-01,Renewable Energy,41,2561,914,166,74000000
2023-04-08,AI & Machine Learning,85,231,1532,111,108000000
2023-04-08,Quantum Computing,74,3078,1914,258,443000000
2023-04-08,Blockchain,51,1746,434,94,153000000
2023-04-08,5G Networks,39,386,121,245,156000000
2023-04-08,Edge Computing,51,1470,1025,173,62000000
2023-04-08,Cybersecurity,91,1583,244,464,62000000
2023-04-08,AR/VR,54,2989,1304,491,260000000
2023-04-08,IoT,96,1955,1692,183,407000000
2023-04-08,Biotech,75,2095,1075,99,4000000
2023-04-08,Renewable Energy,35,2888,1140,213,212000000
2023-04-15,AI & Machine Learning,84,539,175,55,94000000
2023-04-15,Quantum Computing,80,3721,1484,399,326000000
2023-04-15,Blockchain,54,2618,1707,383,255000000
2023-04-15,5G Networks,39,1797,1393,392,199000000
2023-04-15,Edge Computing,30,920,171,126,277000000
2023-04-15,Cybersecurity,30,1037,1757,399,461000000
2023-04-15,AR/VR,94,2844,1007,133,85000000
2023-04-15,IoT,39,4199,1017,68,469000000
2023-04-15,Biotech,99,3032,1984,103,305000000
2023-04-15,Renewable Energy,75,4823,1571,162,3000000
2023-04-22,AI & Machine Learning,20,2555,1984,117,302000000
2023-04-22,Quantum Computing,59,3360,1271,67,315000000
2023-04-22,Blockchain,96,2594,1381,469,255000000
2023-04-22,5G Networks,97,3980,1545,330,390000000
2023-04-22,Edge Computing,56,1880,334,90,53000000
2023-04-22,Cybersecurity,63,4681,793,26,227000000
2023-04-22,AR/VR,26,3571,1254,347,382000000
2023-04-22,IoT,77,3419,1582,356,362000000
2023-04-22,Biotech,34,1681,1218,19,423000000
2023-04-22,Renewable Energy,81,2181,882,88,399000000
2023-04-29,AI & Machine Learning,97,2957,1968,419,399000000
2023-04-29,Quantum Computing,46,2488,1265,126,11000000
2023-04-29,Blockchain,64,3511,291,198,3000000
2023-04-29,5G Networks,32,445,1225,418,56000000
2023-04-29,Edge Computing,23,4614,373,226,459000000
2023-04-29,Cybersecurity,31,2469,1137,484,263000000
2023-04-29,AR/VR,88,3575,767,453,140000000
2023-04-29,IoT,74,3909,724,202,31000000
2023-04-29,Biotech,60,2239,839,238,81000000
2023-04-29,Renewable Energy,87,716,1485,349,412000000
2023-05-06,AI & Machine Learning,54,1979,1707,476,81000000
2023-05-06,Quantum Computing,61,1123,76,203,181000000
2023-05-06,Blockchain,29,1590,482,205,107000000
2023-05-06,5G Networks,49,315,1158,108,251000000
2023-05-06,Edge Computing,74,4687,784,61,7000000
2023-05-06,Cybersecurity,96,138,1228,100,419000000
2023-05-06,AR/VR,22,1696,464,20,149000000
2023-05-06,IoT,91,2315,975,476,119000000
2023-05-06,Biotech,41,2029,1669,212,395000000
2023-05-06,Renewable Energy,52,1681,1719,269,116000000
2023-05-13,AI & Machine Learning,74,2107,1891,40,382000000
2023-05-13,Quantum Computing,41,1983,139,340,291000000
2023-05-13,Blockchain,21,2185,375,492,146000000
2023-05-13,5G Networks,58,2502,1240,68,95000000
2023-05-13,Edge Computing,69,1220,1964,92,47000000
2023-05-13,Cybersecurity,52,4857,1959,435,165000000
2023-05-13,AR/VR,43,1995,212,234,486000000
2023-05-13,IoT,41,3716,139,292,346000000
2023-05-13,Biotech,37,4101,1902,410,177000000
2023-05-13,Renewable Energy,63,2343,885,201,10000000
2023-05-20,AI & Machine Learning,79,1023,1613,471,18000000
2023-05-20,Quantum Computing,71,2499,1226,230,262000000
2023-05-20,Blockchain,80,4491,1424,410,460000000
2023-05-20,5G Networks,74,4294,584,53,229000000
2023-05-20,Edge Computing,83,1543,856,124,35000000
2023-05-20,Cybersecurity,69,2111,1739,410,26000000
2023-05-20,AR/VR,80,1868,379,262,393000000
2023-05-20,IoT,32,4896,1925,340,145000000
2023-05-20,Biotech,46,2349,156,284,77000000
2023-05-20,Renewable Energy,45,4843,1917,200,113000000
2023-05-27,AI & Machine Learning,98,2404,885,320,294000000
2023-05-27,Quantum Computing,68,4020,837,382,255000000
2023-05-27,Blockchain,78,4307,243,84,192000000
2023-05-27,5G Networks,94,363,1087,158,398000000
2023-05-27,Edge Computing,65,742,1123,239,320000000
2023-05-27,Cybersecurity,98,3462,1692,172,389000000
2023-05-27,AR/VR,27,4572,1864,448,307000000
2023-05-27,IoT,86,4855,166,45,128000000
2023-05-27,Biotech,40,240,1383,369,6000000
2023-05-27,Renewable Energy,26,4557,846,110,473000000
2023-06-03,AI & Machine Learning,42,3033,1496,119,96000000
2023-06-03,Quantum Computing,63,1688,1204,463,358000000
2023-06-03,Blockchain,82,2246,1965,143,298000000
2023-06-03,5G Networks,25,323,1972,408,241000000
2023-06-03,Edge Computing,40,149,227,344,140000000
2023-06-03,Cybersecurity,48,3709,211,125,83000000
2023-06-03,AR/VR,41,806,1425,271,365000000
2023-06-03,IoT,56,1497,1895,214,109000000
2023-06-03,Biotech,50,2590,247,258,10000000
2023-06-03,Renewable Energy,98,3294,310,211,390000000
2023-06-10,AI & Machine Learning,53,3636,1646,378,181000000
2023-06-10,Quantum Computing,84,852,1286,285,310000000
2023-06-10,Blockchain,61,3259,1693,161,17000000
2023-06-10,5G Networks,55,4076,733,208,120000000
2023-06-10,Edge Computing,72,787,488,187,15000000
2023-06-10,Cybersecurity,84,4476,583,66,233000000
2023-06-10,AR/VR,79,326,1664,189,403000000
2023-06-10,IoT,37,601,1394,126,244000000
2023-06-10,Biotech,88,4051,1751,181,249000000
2023-06-10,Renewable Energy,37,2550,283,448,280000000
2023-06-17,AI & Machine Learning,59,2533,776,425,27000000
2023-06-17,Quantum Computing,37,3733,715,167,346000000
2023-06-17,Blockchain,45,3377,84,348,119000000
2023-06-17,5G Networks,50,712,798,179,465000000
2023-06-17,Edge Computing,72,1802,1488,480,485000000
2023-06-17,Cybersecurity,37,4691,1529,406,36000000
2023-06-17,AR/VR,93,2921,1919,218,410000000
2023-06-17,IoT,56,3286,723,209,75000000
2023-06-17,Biotech,76,1889,1760,55,163000000
2023-06-17,Renewable Energy,85,233,257,200,246000000
2023-06-24,AI & Machine Learning,83,2038,1029,498,319000000
2023-06-24,Quantum Computing,62,4108,84,320,104000000
2023-06-24,Blockchain,85,3558,698,230,380000000
2023-06-24,5G Networks,31,2048,77,22,181000000
2023-06-24,Edge Computing,64,1680,1955,420,121000000
2023-06-24,Cybersecurity,35,2476,1743,310,230000000
2023-06-24,AR/VR,98,4618,1746,418,385000000
2023-06-24,IoT,56,1244,506,476,408000000
2023-06-24,Biotech,39,1569,72,74,115000000
2023-06-24,Renewable Energy,76,4383,494,489,309000000
2023-07-01,AI & Machine Learning,24,534,1524,12,8000000
2023-07-01,Quantum Computing,23,2407,1384,411,222000000
2023-07-01,Blockchain,57,421,1038,443,357000000
2023-07-01,5G Networks,80,606,1006,300,413000000
2023-07-01,Edge Computing,39,2665,1903,63,255000000
2023-07-01,Cybersecurity,20,2292,1122,420,346000000
2023-07-01,AR/VR,32,2128,350,216,90000000
2023-07-01,IoT,55,4762,1520,324,7000000
2023-07-01,Biotech,92,3515,1112,498,350000000
2023-07-01,Renewable Energy,90,1108,881,343,476000000
2023-07-08,AI & Machine Learning,47,2560,1346,364,190000000
2023-07-08,Quantum Computing,81,4029,667,468,290000000
2023-07-08,Blockchain,48,4436,115,331,297000000
2023-07-08,5G Networks,56,1454,1379,388,293000000
2023-07-08,Edge Computing,39,2002,1010,440,43000000
2023-07-08,Cybersecurity,67,4662,963,135,223000000
2023-07-08,AR/VR,39,1960,1466,75,146000000
2023-07-08,IoT,87,1971,1897,480,112000000
2023-07-08,Biotech,84,3491,1413,378,192000000
2023-07-08,Renewable Energy,89,2657,204,423,218000000
2023-07-15,AI & Machine Learning,76,3688,984,458,277000000
2023-07-15,Quantum Computing,42,1067,209,446,328000000
2023-07-15,Blockchain,24,2942,1900,43,302000000
2023-07-15,5G Networks,96,3272,299,154,160000000
2023-07-15,Edge Computing,68,4159,130,281,206000000
2023-07-15,Cybersecurity,35,4516,1970,374,293000000
2023-07-15,AR/VR,31,910,1650,274,422000000
2023-07-15,IoT,58,3995,423,360,10000000
2023-07-15,Biotech,23,1601,1124,485,159000000
2023-07-15,Renewable Energy,86,298,294,446,409000000
2023-07-22,AI & Machine Learning,70,4298,447,205,484000000
2023-07-22,Quantum Computing,98,1771,482,469,462000000
2023-07-22,Blockchain,84,2384,224,54,418000000
2023-07-22,5G Networks,28,4518,1371,163,67000000
2023-07-22,Edge Computing,61,273,398,44,445000000
2023-07-22,Cybersecurity,90,1169,1683,394,259000000
2023-07-22,AR/VR,48,2446,1115,431,178000000
2023-07-22,IoT,51,4447,1181,73,330000000
2023-07-22,Biotech,83,2356,891,340,101000000
2023-07-22,Renewable Energy,84,1972,646,148,429000000
2023-07-29,AI & Machine Learning,72,2351,1112,430,284000000
2023-07-29,Quantum Computing,99,205,709,372,414000000
2023-07-29,Blockchain,64,4146,286,479,251000000
2023-07-29,5G Networks,97,2479,1019,468,61000000
2023-07-29,Edge Computing,23,582,758,23,49000000
2023-07-29,Cybersecurity,29,4642,1938,485,95000000
2023-07-29,AR/VR,38,3806,1030,195,440000000
2023-07-29,IoT,33,3815,75,387,488000000
2023-07-29,Biotech,62,2056,103,431,176000000
2023-07-29,Renewable Energy,94,3098,825,228,321000000
2023-08-05,AI & Machine Learning,63,4682,1249,362,420000000
2023-08-05,Quantum Computing,95,2781,1354,378,23000000
2023-08-05,Blockchain,69,1027,661,360,293000000
2023-08-05,5G Networks,58,4179,119,42,237000000
2023-08-05,Edge Computing,27,2037,770,443,459000000
2023-08-05,Cybersecurity,81,3737,1143,448,241000000
2023-08-05,AR/VR,97,4464,151,322,67000000
2023-08-05,IoT,91,1224,394,440,34000000
2023-08-05,Biotech,53,2316,66,325,258000000
2023-08-05,Renewable Energy,82,2046,221,330,311000000
2023-08-12,AI & Machine Learning,74,2373,690,23,391000000
2023-08-12,Quantum Computing,88,2552,1765,220,368000000
2023-08-12,Blockchain,97,2454,1782,352,452000000
2023-08-12,5G Networks,36,2983,220,465,177000000
2023-08-12,Edge Computing,49,108,941,66,21000000
2023-08-12,Cybersecurity,39,2912,1505,348,457000000
2023-08-12,AR/VR,96,4121,1596,211,123000000
2023-08-12,IoT,25,3749,1845,246,263000000
2023-08-12,Biotech,51,4638,272,437,121000000
2023-08-12,Renewable Energy,36,2557,871,162,447000000
2023-08-19,AI & Machine Learning,82,2782,1432,104,380000000
2023-08-19,Quantum Computing,90,4009,1456,388,422000000
2023-08-19,Blockchain,50,1548,784,98,267000000
2023-08-19,5G Networks,89,658,760,491,41000000
2023-08-19,Edge Computing,92,1860,960,395,491000000
2023-08-19,Cybersecurity,78,925,495,402,355000000
2023-08-19,AR/VR,34,3703,1141,167,446000000
2023-08-19,IoT,92,1232,1234,477,28000000
2023-08-19,Biotech,34,1707,1915,33,58000000
2023-08-19,Renewable Energy,50,3885,573,15,119000000
2023-08-26,AI & Machine Learning,86,3426,608,172,370000000
2023-08-26,Quantum Computing,35,3105,315,427,462000000
2023-08-26,Blockchain,78,1364,575,162,46000000
2023-08-26,5G Networks,27,3281,466,201,437000000
2023-08-26,Edge Computing,97,4586,1970,26,157000000
2023-08-26,Cybersecurity,21,1710,966,94,125000000
2023-08-26,AR/VR,65,3877,1929,84,63000000
2023-08-26,IoT,91,4038,1185,246,239000000
2023-08-26,Biotech,57,1666,582,368,74000000
2023-08-26,Renewable Energy,78,2250,1896,396,93000000
2023-09-02,AI & Machine Learning,95,4302,432,55,377000000
2023-09-02,Quantum Computing,76,4373,1442,98,129000000
2023-09-02,Blockchain,27,4367,733,69,263000000
2023-09-02,5G Networks,94,3865,1332,240,137000000
2023-09-02,Edge Computing,57,1551,1490,271,300000000
2023-09-02,Cybersecurity,76,4555,257,134,327000000
2023-09-02,AR/VR,66,667,1817,251,145000000
2023-09-02,IoT,23,2988,1970,226,135000000
2023-09-02,Biotech,59,4320,1716,68,152000000
2023-09-02,Renewable Energy,81,3322,1315,367,363000000
2023-09-09,AI & Machine Learning,65,4170,1058,287,1000000
2023-09-09,Quantum Computing,75,2644,744,73,490000000
2023-09-09,Blockchain,21,223,1359,316,466000000
2023-09-09,5G Networks,98,1698,1424,85,111000000
2023-09-09,Edge Computing,39,1234,915,98,76000000
2023-09-09,Cybersecurity,60,1616,1673,495,21000000
2023-09-09,AR/VR,33,3170,689,475,294000000
2023-09-09,IoT,90,2486,1733,310,394000000
2023-09-09,Biotech,93,1654,467,64,347000000
2023-09-09,Renewable Energy,37,4847,1277,452,334000000
2023-09-16,AI & Machine Learning,49,4362,79,174,226000000
2023-09-16,Quantum Computing,70,2557,1155,146,471000000
2023-09-16,Blockchain,93,4975,1074,324,386000000
2023-09-16,5G Networks,67,1884,1073,146,138000000
2023-09-16,Edge Computing,43,4417,781,258,408000000
2023-09-16,Cybersecurity,50,842,391,42,256000000
2023-09-16,AR/VR,86,2718,393,348,380000000
2023-09-16,IoT,70,1296,556,359,31000000
2023-09-16,Biotech,59,3458,1401,368,431000000
2023-09-16,Renewable Energy,85,1590,1530,21,294000000
2023-09-23,AI & Machine Learning,78,4219,908,127,182000000
2023-09-23,Quantum Computing,73,3854,1437,463,23000000
2023-09-23,Blockchain,51,745,441,437,426000000
2023-09-23,5G Networks,23,973,1583,87,371000000
2023-09-23,Edge Computing,48,3742,576,111,95000000
2023-09-23,Cybersecurity,92,4322,1741,60,247000000
2023-09-23,AR/VR,47,2179,459,425,459000000
2023-09-23,IoT,40,270,57,207,121000000
2023-09-23,Biotech,87,2815,809,372,313000000
2023-09-23,Renewable Energy,35,2260,92,321,281000000
2023-09-30,AI & Machine Learning,46,963,1801,417,123000000
2023-09-30,Quantum Computing,88,1576,554,231,405000000
2023-09-30,Blockchain,30,2629,1502,199,429000000
2023-09-30,5G Networks,88,4336,1703,440,208000000
2023-09-30,Edge Computing,53,2370,309,162,104000000
2023-09-30,Cybersecurity,39,501,1923,96,497000000
2023-09-30,AR/VR,85,3032,1289,490,355000000
2023-09-30,IoT,24,1129,1676,19,131000000
2023-09-30,Biotech,38,589,947,144,436000000
2023-09-30,Renewable Energy,65,3306,1025,358,375000000
2023-10-07,AI & Machine Learning,99,3436,1467,398,437000000
2023-10-07,Quantum Computing,38,1227,1510,137,45000000
2023-10-07,Blockchain,69,3336,1219,79,282000000
2023-10-07,5G Networks,94,1799,1276,141,412000000
2023-10-07,Edge Computing,33,4455,1860,13,36000000
2023-10-07,Cybersecurity,60,627,1116,401,154000000
2023-10-07,AR/VR,47,2242,730,54,66000000
2023-10-07,IoT,94,267,1182,88,407000000
2023-10-07,Biotech,22,489,907,197,147000000
2023-10-07,Renewable Energy,43,4224,577,352,376000000
2023-10-14,AI & Machine Learning,78,133,148,408,464000000
2023-10-14,Quantum Computing,46,1983,1617,135,236000000
2023-10-14,Blockchain,52,3224,1437,19,393000000
2023-10-14,5G Networks,48,3125,330,359,399000000
2023-10-14,Edge Computing,40,1776,688,499,40000000
2023-10-14,Cybersecurity,80,3185,1680,447,96000000
2023-10-14,AR/VR,41,340,1299,136,31000000
2023-10-14,IoT,22,4289,447,192,362000000
2023-10-14,Biotech,89,832,1343,342,181000000
2023-10-14,Renewable Energy,99,868,806,271,320000000
2023-10-21,AI & Machine Learning,76,2874,1419,404,243000000
2023-10-21,Quantum Computing,93,2374,1625,90,49000000
2023-10-21,Blockchain,51,2428,1386,216,96000000
2023-10-21,5G Networks,39,3933,102,261,128000000
2023-10-21,Edge Computing,69,2662,779,14,493000000
2023-10-21,Cybersecurity,96,4107,1262,480,210000000
2023-10-21,AR/VR,60,3241,791,77,307000000
2023-10-21,IoT,26,3059,686,466,384000000
2023-10-21,Biotech,79,4565,579,320,177000000
2023-10-21,Renewable Energy,86,962,933,363,458000000
2023-10-28,AI & Machine Learning,22,2770,413,322,106000000
2023-10-28,Quantum Computing,33,4937,813,388,436000000
2023-10-28,Blockchain,88,2501,1242,227,28000000
2023-10-28,5G Networks,64,1430,249,376,74000000
2023-10-28,Edge Computing,95,2217,1910,456,215000000
2023-10-28,Cybersecurity,56,4603,1052,30,316000000
2023-10-28,AR/VR,88,3207,895,262,318000000
2023-10-28,IoT,56,2602,322,87,120000000
2023-10-28,Biotech,84,4018,93,498,295000000
2023-10-28,Renewable Energy,30,1475,689,238,100000000
2023-11-04,AI & Machine Learning,83,2753,831,343,381000000
2023-11-04,Quantum Computing,51,4450,307,371,129000000
2023-11-04,Blockchain,42,2668,592,280,351000000
2023-11-04,5G Networks,55,2018,1683,255,126000000
2023-11-04,Edge Computing,89,3464,1252,204,11000000
2023-11-04,Cybersecurity,72,4356,618,295,158000000
2023-11-04,AR/VR,64,3034,671,50,11000000
2023-11-04,IoT,95,2954,915,204,482000000
2023-11-04,Biotech,80,768,1405,205,356000000
2023-11-04,Renewable Energy,26,4433,1050,378,114000000
2023-11-11,AI & Machine Learning,59,1937,1028,432,142000000
2023-11-11,Quantum Computing,54,4796,606,189,29000000
2023-11-11,Blockchain,70,1624,1283,310,40000000
2023-11-11,5G Networks,82,2338,781,427,435000000
2023-11-11,Edge Computing,71,4553,1313,276,158000000
2023-11-11,Cybersecurity,75,772,1702,288,360000000
2023-11-11,AR/VR,38,4673,258,288,10000000
2023-11-11,IoT,72,2150,1600,225,375000000
2023-11-11,Biotech,63,4783,1713,375,497000000
2023-11-11,Renewable Energy,89,1904,318,484,13000000
2023-11-18,AI & Machine Learning,56,4846,879,249,284000000
2023-11-18,Quantum Computing,69,2289,1868,453,490000000
2023-11-18,Blockchain,37,1141,1369,265,277000000
2023-11-18,5G Networks,60,4568,1955,238,340000000
2023-11-18,Edge Computing,53,347,1766,342,76000000
2023-11-18,Cybersecurity,20,2050,1972,391,57000000
2023-11-18,AR/VR,95,3285,998,464,490000000
2023-11-18,IoT,48,4297,113,155,459000000
2023-11-18,Biotech,52,3709,1240,54,165000000
2023-11-18,Renewable Energy,33,2418,1053,431,273000000
2023-11-25,AI & Machine Learning,28,4092,1899,187,402000000
2023-11-25,Quantum Computing,70,1295,1858,270,42000000
2023-11-25,Blockchain,62,3738,299,176,69000000
2023-11-25,5G Networks,28,4793,1899,314,156000000
2023-11-25,Edge Computing,44,4747,371,357,129000000
2023-11-25,Cybersecurity,21,2489,667,82,75000000
2023-11-25,AR/VR,23,1111,1880,475,225000000
2023-11-25,IoT,77,2146,943,233,310000000
2023-11-25,Biotech,93,4619,1667,241,130000000
2023-11-25,Renewable Energy,23,1364,390,232,364000000
2023-12-02,AI & Machine Learning,48,4129,1483,482,407000000
2023-12-02,Quantum Computing,56,3118,1451,483,361000000
2023-12-02,Blockchain,25,4967,1764,116,499000000
2023-12-02,5G Networks,57,3259,888,495,11000000
2023-12-02,Edge Computing,68,3774,1174,411,371000000
2023-12-02,Cybersecurity,56,4265,1584,329,362000000
2023-12-02,AR/VR,38,4442,1347,206,410000000
2023-12-02,IoT,86,4001,1096,379,343000000
2023-12-02,Biotech,59,1388,916,341,82000000
2023-12-02,Renewable Energy,66,1971,1338,45,424000000
2023-12-09,AI & Machine Learning,76,4438,1949,151,116000000
2023-12-09,Quantum Computing,39,4303,309,405,258000000
2023-12-09,Blockchain,31,2830,662,468,253000000
2023-12-09,5G Networks,78,3294,1685,285,203000000
2023-12-09,Edge Computing,88,2108,1331,436,215000000
2023-12-09,Cybersecurity,43,1054,149,302,31000000
2023-12-09,AR/VR,49,1008,975,63,104000000
2023-12-09,IoT,53,3418,444,166,370000000
2023-12-09,Biotech,32,2831,395,120,307000000
2023-12-09,Renewable Energy,43,1009,943,233,217000000
2023-12-16,AI & Machine Learning,20,3712,1994,420,232000000
2023-12-16,Quantum Computing,36,3130,1793,111,424000000
2023-12-16,Blockchain,53,2094,1929,331,169000000
2023-12-16,5G Networks,99,4961,279,251,8000000
2023-12-16,Edge Computing,78,510,821,99,294000000
